date,origin,destiny,altitude_destiny_mbsl,distance_km,unit_type,charge_tons,weather,driver_experience_years,theorical_time_arrival_hs,real_time_hs,liters_consumed_100km,critical_delay,delay_hs,cost_delay_usd,predicted_time_hs,error_abs_hs
2023-02-25 11:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,32.07,clear,5,5.74,6.47,71.45,0,0.7299999999999995,364.9999999999998,6.659738555574666,0.18973855557466646
2023-01-02 05:00:00,Salta Capital,San Antonio de los Cobres,3775,170,4x4 truck,34.27,clear,10,4.93,5.7,71.82,0,0.7700000000000005,385.0000000000002,5.839056033559693,0.13905603355969287
2023-01-11 19:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,21.66,rain,4,6.13,12.36,63.13,1,6.2299999999999995,3114.9999999999995,12.336394519674926,0.023605480325073813
2023-09-24 13:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,32.54,clear,3,6.44,7.0,70.62,0,0.5599999999999996,279.99999999999983,7.377308375134261,0.37730837513426074
2023-12-09 02:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,20.9,clear,12,4.64,6.47,62.61,1,1.83,915.0,5.645646739493323,0.824353260506677
2023-03-22 08:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,32.16,clear,17,2.87,3.63,71.51,0,0.7599999999999998,379.9999999999999,3.8530549786041175,0.2230549786041176
2023-09-23 20:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,41.61,clear,9,3.24,3.26,76.17,0,0.019999999999999574,9.999999999999787,4.1991344213345645,0.9391344213345647
2023-09-26 11:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,bitrain,22.68,rain,20,6.16,10.61,63.83,1,4.449999999999999,2224.9999999999995,11.262792770757752,0.6527927707577525
2023-02-06 00:00:00,Salta Capital,San Antonio de los Cobres,3775,170,4x4 truck,43.26,clear,18,5.14,5.58,78.01,0,0.4400000000000004,220.0000000000002,5.899771527878098,0.3197715278780979
2023-04-15 17:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,33.21,snow,17,4.9,10.96,71.09,1,6.0600000000000005,3030.0000000000005,9.819213586127876,1.1407864138721244
2023-07-04 06:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,36.98,clear,11,4.99,5.39,73.68,0,0.39999999999999947,199.99999999999974,5.974941773305306,0.5849417733053066
2023-04-05 23:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,39.64,rain,14,5.05,7.39,75.51,1,2.34,1170.0,9.845200751504702,2.4552007515047025
2023-05-05 05:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,33.1,clear,5,3.11,4.47,70.37,1,1.3599999999999999,679.9999999999999,4.10631857931088,0.3636814206891197
2023-03-23 03:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,semitrailer,41.3,snow,10,3.23,8.29,75.96,1,5.059999999999999,2529.9999999999995,7.5267564724288984,0.7632435275711007
2023-01-08 15:00:00,Salta Capital,San Antonio de los Cobres,3775,170,4x4 truck,26.97,rain,17,4.76,10.8,66.79,1,6.040000000000001,3020.0000000000005,9.809469844484621,0.9905301555153798
2023-07-12 20:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,35.86,clear,1,1.38,2.24,59.21,0,0.8600000000000003,430.00000000000017,2.4721922160160137,0.23219221601601348
2023-07-12 08:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,42.38,rain,15,1.42,6.61,62.86,1,5.19,2595.0,6.347465674087037,0.2625343259129629
2023-11-19 22:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,38.38,clear,2,5.91,6.98,75.87,0,1.0700000000000003,535.0000000000001,6.870649220836557,0.10935077916344316
2023-04-20 05:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,28.43,clear,1,2.82,4.73,68.9,1,1.9100000000000006,955.0000000000003,3.8313761934625172,0.8986238065374832
2023-12-19 06:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,42.79,white wind,18,7.54,15.48,78.95,1,7.94,3970.0,13.355657242704819,2.1243427572951816
2023-05-26 21:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,31.94,clear,14,2.87,3.42,71.36,0,0.5499999999999998,274.9999999999999,3.8289572512469348,0.4089572512469348
2023-04-30 17:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,27.96,clear,19,3.04,4.52,66.86,1,1.4799999999999995,739.9999999999998,4.0475275366444015,0.4724724633555981
2023-07-13 21:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,28.62,rain,11,1.33,8.03,55.16,1,6.699999999999999,3349.9999999999995,6.330667634986319,1.6993323650136807
2023-10-14 12:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,38.05,rain,7,5.9,8.04,75.63,1,2.139999999999999,1069.9999999999993,10.031959691341726,1.9919596913417266
2023-06-13 21:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,25.76,rain,9,1.32,6.54,53.56,1,5.22,2610.0,6.566251988289019,0.02625198828901887
2023-12-01 22:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,23.19,rain,19,5.51,11.33,65.23,1,5.82,2910.0,10.922687155407942,0.40731284459205774
2023-07-07 03:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,22.33,snow,13,2.75,5.93,64.63,1,3.1799999999999997,1589.9999999999998,7.799740070782376,1.8697400707823766
2023-10-15 05:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,43.32,clear,16,3.02,3.87,79.32,0,0.8500000000000001,425.00000000000006,4.03134556710717,0.16134556710716996
2023-06-25 21:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,semitrailer,25.29,clear,19,2.78,4.42,66.7,1,1.6400000000000001,820.0000000000001,3.7563007817210687,0.6636992182789312
2023-11-01 01:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,20.45,clear,2,5.45,7.24,63.31,1,1.79,895.0,6.612649370284709,0.6273506297152913
2023-10-26 18:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,21.05,clear,6,2.73,3.79,63.73,0,1.06,530.0,3.827131354116508,0.03713135411650814
2023-08-30 00:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,22.54,clear,17,2.97,3.07,63.16,0,0.09999999999999964,49.99999999999982,3.9764770803432326,0.9064770803432327
2023-08-30 19:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,semitrailer,32.44,clear,20,3.1,4.02,69.92,0,0.9199999999999995,459.9999999999997,4.140275383221648,0.12027538322164855
2023-06-19 00:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,39.39,clear,10,3.2,3.38,74.66,0,0.17999999999999972,89.99999999999986,4.059331299633949,0.6793312996339491
2023-10-03 18:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,36.71,clear,5,1.38,2.84,59.69,1,1.46,730.0,2.476825002433169,0.3631749975668308
2023-08-18 22:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,41.74,clear,11,6.72,7.74,76.96,0,1.0200000000000005,510.0000000000002,7.875852068175609,0.13585206817560902
2023-09-02 23:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,semitrailer,21.46,clear,13,2.73,3.4,64.02,0,0.6699999999999999,334.99999999999994,3.751010022852663,0.3510100228526629
2023-07-09 21:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,24.03,rain,15,1.31,5.99,52.6,1,4.68,2340.0,6.289902376141353,0.29990237614135307
2023-07-22 16:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,30.5,white wind,2,12.1,14.77,69.22,1,2.67,1335.0,17.13419140078213,2.364191400782129
2023-10-28 03:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,39.55,rain,8,5.94,10.73,76.68,1,4.79,2395.0,11.07840909490809,0.3484090949080887
2023-03-27 18:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,bitrain,30.59,clear,2,6.38,6.69,69.28,0,0.3100000000000005,155.00000000000026,7.2016474599075915,0.5116474599075911
2023-03-05 16:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,37.2,clear,19,4.99,5.24,73.83,0,0.25,125.0,5.948192367512512,0.7081923675125115
2023-04-14 08:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,40.63,clear,8,1.41,2.21,61.88,0,0.8,400.0,2.471005567426404,0.261005567426404
2023-10-29 23:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,23.01,snow,7,2.97,6.72,63.48,1,3.7499999999999996,1874.9999999999998,7.849168643163981,1.1291686431639816
2023-11-04 20:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,34.69,clear,10,1.37,2.96,58.56,1,1.5899999999999999,794.9999999999999,2.3038526210094874,0.6561473789905126
2023-03-03 22:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,38.25,clear,3,5.9,7.22,75.77,1,1.3199999999999994,659.9999999999997,6.869586472466861,0.3504135275331386
2023-08-07 03:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,semitrailer,29.58,rain,7,3.06,5.13,67.96,1,2.07,1035.0,7.914034814373752,2.7840348143737517
2023-09-14 22:00:00,Salta Capital,San Antonio de los Cobres,3775,170,4x4 truck,32.27,clear,3,4.88,5.59,70.44,0,0.71,355.0,5.936684847155502,0.34668484715550196
2023-02-04 05:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,39.17,clear,19,6.64,7.81,75.19,0,1.17,585.0,7.7283931665476375,0.08160683345236208
2023-07-12 02:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,semitrailer,34.72,clear,6,2.9,4.35,73.3,1,1.4499999999999997,724.9999999999999,3.9419624388483756,0.40803756115162404
2023-07-08 08:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,21.96,rain,3,2.96,5.27,62.76,1,2.3099999999999996,1154.9999999999998,7.757223508317819,2.487223508317819
2023-06-03 11:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,semitrailer,33.97,clear,15,3.12,3.9,70.96,0,0.7799999999999998,389.9999999999999,4.154858007099732,0.2548580070997324
2023-08-19 13:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,44.13,clear,5,3.28,4.77,77.89,1,1.4899999999999998,744.9999999999999,4.312001906064762,0.45799809393523727
2023-09-02 17:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,42.29,clear,3,6.74,7.2,77.34,0,0.45999999999999996,229.99999999999997,7.721496230354725,0.5214962303547246
2023-11-30 19:00:00,Salta Capital,San Antonio de los Cobres,3775,170,4x4 truck,27.23,snow,7,4.77,11.45,66.97,1,6.68,3340.0,9.862384610544641,1.5876153894553582
2023-03-08 08:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,40.48,clear,11,6.68,7.07,76.09,0,0.39000000000000057,195.00000000000028,7.638460499548729,0.5684604995487286
2023-03-18 04:00:00,Salta Capital,San Antonio de los Cobres,3775,170,bitrain,20.61,clear,16,4.63,4.87,62.41,0,0.2400000000000002,120.00000000000011,5.7581087668967506,0.8881087668967504
2023-11-06 14:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,38.84,clear,17,1.4,1.74,60.88,0,0.3400000000000001,170.00000000000003,2.179835645027077,0.43983564502707684
2023-05-22 22:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,33.11,white wind,8,7.2,9.76,72.18,1,2.5599999999999996,1279.9999999999998,12.640745405570676,2.8807454055706767
2023-10-03 10:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,36.6,clear,3,5.86,7.29,74.62,1,1.4299999999999997,714.9999999999999,6.854994967189159,0.43500503281084146
2023-04-01 14:00:00,Salta Capital,San Antonio de los Cobres,3775,170,4x4 truck,34.02,clear,8,4.92,6.32,71.64,1,1.4000000000000004,700.0000000000002,6.028283713692776,0.29171628630722424
2023-06-19 12:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,24.58,clear,2,5.55,5.68,66.21,0,0.1299999999999999,64.99999999999994,6.50204993268653,0.8220499326865305
2023-11-06 15:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,43.03,clear,12,1.43,2.3,63.22,0,0.8699999999999999,434.99999999999994,2.592628143597604,0.29262814359760414
2023-09-14 04:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,33.08,clear,18,2.88,3.17,72.16,0,0.29000000000000004,145.00000000000003,3.70632975247259,0.5363297524725898
2023-10-20 20:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,28.57,white wind,8,14.11,16.56,69.0,1,2.4499999999999993,1224.9999999999995,18.567781815254936,2.007781815254937
2023-02-13 17:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,44.21,white wind,7,15.19,21.69,79.95,1,6.500000000000002,3250.000000000001,20.562135336082275,1.1278646639177268
2023-06-10 20:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,28.16,white wind,18,14.09,16.54,68.71,1,2.4499999999999993,1224.9999999999995,18.497863753884534,1.957863753884535
2023-02-02 14:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,44.99,clear,17,1.44,2.06,64.32,0,0.6200000000000001,310.00000000000006,2.4200664304359445,0.36006643043594444
2023-05-19 15:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,25.28,clear,11,1.31,1.67,53.29,0,0.3599999999999999,179.99999999999994,2.216370549792165,0.5463705497921651
2023-11-26 14:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,semitrailer,43.34,white wind,14,8.17,13.28,77.35,1,5.109999999999999,2554.9999999999995,13.281675281712584,0.0016752817125844643
2023-08-08 08:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,22.17,clear,8,1.29,2.52,51.56,1,1.23,615.0,2.292979123013844,0.22702087698615614
2023-07-31 18:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,27.49,clear,14,3.03,3.96,66.54,0,0.9300000000000002,465.00000000000006,4.025801221436127,0.06580122143612677
2023-04-29 14:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,42.15,white wind,9,3.55,7.01,62.73,1,3.46,1730.0,8.200272855310644,1.1902728553106439
2023-06-08 00:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,40.79,clear,19,6.69,7.21,76.31,0,0.5199999999999996,259.9999999999998,7.64934450654947,0.4393445065494701
2023-06-27 11:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,25.64,clear,10,1.31,2.05,53.5,0,0.7399999999999998,369.9999999999999,2.4132409401355184,0.36324094013551855
2023-07-04 02:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,37.77,clear,7,5.89,6.5,75.44,0,0.6100000000000003,305.00000000000017,6.797051449178866,0.2970514491788663
2023-04-28 00:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,34.14,snow,15,3.13,8.03,71.08,1,4.8999999999999995,2449.9999999999995,8.625495983070934,0.5954959830709345
2023-04-17 15:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,40.21,clear,13,6.67,8.21,75.91,1,1.540000000000001,770.0000000000005,7.680995363625051,0.5290046363749497
2023-04-08 03:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,43.51,rain,11,6.05,13.53,79.46,1,7.4799999999999995,3739.9999999999995,11.033513276420791,2.496486723579208
2023-03-12 08:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,27.6,clear,5,4.78,5.79,67.22,0,1.0099999999999998,504.9999999999999,5.793823915128226,0.0038239151282262185
2023-03-01 06:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,40.56,clear,2,1.41,3.13,61.84,1,1.72,860.0,2.5158327337027275,0.6141672662972724
2023-04-05 09:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,44.75,clear,2,6.09,6.47,80.32,0,0.3799999999999999,189.99999999999994,7.083773182197589,0.6137731821975896
2023-12-01 15:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,semitrailer,30.35,clear,15,3.07,4.03,68.49,0,0.9600000000000004,480.0000000000002,4.137873654847812,0.10787365484781208
2023-04-26 20:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,24.09,clear,5,5.53,7.13,65.86,1,1.5999999999999996,799.9999999999998,6.583733877645046,0.5462661223549539
2023-09-15 01:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,34.3,clear,5,6.49,6.92,71.84,0,0.4299999999999997,214.99999999999986,7.410565606253918,0.4905656062539183
2023-05-25 19:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,25.08,clear,7,5.56,6.72,66.56,0,1.1600000000000001,580.0000000000001,6.586909531662784,0.13309046833721538
2023-12-19 14:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,37.25,clear,15,6.58,8.42,73.87,1,1.8399999999999999,919.9999999999999,7.6344287996822064,0.7855712003177935
2023-07-01 14:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,24.34,snow,16,2.77,9.19,66.04,1,6.42,3210.0,8.574586581656629,0.6154134183433708
2023-04-19 03:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,38.02,clear,4,2.95,4.67,75.61,1,1.7199999999999998,859.9999999999999,3.9645351155238617,0.7054648844761382
2023-08-12 12:00:00,Salta Capital,San Antonio de los Cobres,3775,170,4x4 truck,33.86,white wind,14,12.29,15.99,71.53,1,3.700000000000001,1850.0000000000005,17.21642842297627,1.2264284229762712
2023-11-25 19:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,37.7,clear,10,3.18,3.75,73.51,0,0.5699999999999998,284.99999999999994,4.067340157445081,0.3173401574450807
2023-08-21 04:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,20.9,clear,10,1.29,3.1,50.84,1,1.81,905.0,2.476694323656126,0.623305676343874
2023-02-11 00:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,30.49,clear,7,1.34,2.59,56.21,1,1.2499999999999998,624.9999999999999,2.4785494543679993,0.11145054563200052
2023-08-24 05:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,29.33,white wind,14,3.34,8.72,55.56,1,5.380000000000001,2690.0000000000005,8.412400658371418,0.30759934162858293
2023-06-10 02:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,32.84,clear,13,5.76,6.63,71.99,0,0.8700000000000001,435.00000000000006,6.700312786825293,0.0703127868252933
2024-01-01 11:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,20.17,rain,18,6.09,11.7,62.1,1,5.609999999999999,2804.9999999999995,11.54445728459282,0.15554271540717934
2023-04-04 16:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,22.55,clear,8,1.3,2.23,51.77,0,0.9299999999999999,464.99999999999994,2.3696398455597794,0.13963984555977937
2023-05-12 05:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,22.93,white wind,20,15.41,23.18,64.01,1,7.77,3885.0,21.442288756006114,1.7377112439938855
2023-02-28 15:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,32.23,clear,9,6.43,8.26,70.41,1,1.83,915.0,7.4472107134800565,0.8127892865199433
2023-05-22 20:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,39.71,clear,7,5.05,5.27,75.56,0,0.21999999999999975,109.99999999999987,6.016013105226349,0.746013105226349
2023-11-08 23:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,43.47,rain,2,1.43,5.25,63.47,1,3.8200000000000003,1910.0000000000002,6.459213751552752,1.2092137515527517
2023-11-20 06:00:00,Salta Capital,San Antonio de los Cobres,3775,170,bitrain,35.78,clear,19,4.96,6.71,72.86,1,1.75,875.0,6.0130762522743675,0.6969237477256325
2023-03-28 16:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,semitrailer,41.36,clear,16,3.0,3.65,77.95,0,0.6499999999999999,324.99999999999994,3.9726006847900552,0.3226006847900553
2023-12-13 10:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,41.4,clear,14,3.24,4.47,76.03,1,1.2299999999999995,614.9999999999998,4.260352677318468,0.20964732268153163
2023-03-14 08:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,39.85,clear,12,5.06,5.43,75.66,0,0.3700000000000001,185.00000000000006,6.046869963066659,0.6168699630666596
2023-12-12 07:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,29.37,clear,17,2.83,3.1,69.56,0,0.27,135.0,3.8087568147280164,0.7087568147280163
2023-03-19 03:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,bitrain,41.63,clear,2,6.72,7.94,76.89,1,1.2200000000000006,610.0000000000003,7.7656311287967155,0.17436887120328493
2023-11-08 06:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,semitrailer,34.75,clear,2,2.9,3.59,73.32,0,0.69,345.0,4.062234274445378,0.4722342744453778
2023-03-09 05:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,42.97,rain,4,6.04,9.83,79.08,1,3.79,1895.0,10.939704172880123,1.1097041728801234
2023-12-25 12:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,semitrailer,39.87,clear,17,3.21,3.95,74.99,0,0.7400000000000002,370.0000000000001,4.15798344337932,0.2079834433793195
2023-06-10 16:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,33.64,clear,18,2.89,4.29,72.55,1,1.4,700.0,3.9599745639405852,0.3300254360594148
2023-11-18 22:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,25.09,white wind,17,3.28,5.97,53.19,1,2.69,1345.0,8.274012244879856,2.304012244879856
2023-07-11 21:00:00,Salta Capital,San Antonio de los Cobres,3775,170,4x4 truck,30.18,clear,12,4.83,6.82,69.0,1,1.9900000000000002,995.0000000000001,5.879074117179488,0.9409258828205127
2023-02-26 02:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,23.11,clear,4,1.3,2.86,52.08,1,1.5599999999999998,779.9999999999999,2.449493756836785,0.4105062431632147
2023-04-16 19:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,32.34,clear,4,3.1,3.52,69.85,0,0.41999999999999993,209.99999999999997,4.119768213310938,0.5997682133109383
2023-05-01 22:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,bitrain,38.53,rain,2,6.62,12.33,74.75,1,5.71,2855.0,12.080690661571719,0.24930933842828118
2023-03-20 22:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,30.49,clear,16,5.69,7.42,70.34,1,1.7299999999999995,864.9999999999998,6.779185053400787,0.640814946599213
2023-04-04 15:00:00,Salta Capital,San Antonio de los Cobres,3775,170,4x4 truck,28.19,snow,1,4.79,9.0,67.63,1,4.21,2105.0,9.630568422648036,0.6305684226480359
2023-11-12 08:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,41.1,rain,4,1.41,8.46,62.14,1,7.050000000000001,3525.0000000000005,6.393887517522805,2.0661124824771955
2023-05-19 20:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,26.82,snow,18,2.8,10.13,67.77,1,7.330000000000001,3665.0000000000005,8.056875062292029,2.0731249377079717
2023-03-11 01:00:00,Salta Capital,San Antonio de los Cobres,3775,170,4x4 truck,44.01,rain,4,5.16,10.04,78.52,1,4.879999999999999,2439.9999999999995,9.843242914559045,0.19675708544095372
2023-02-02 22:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,41.09,clear,9,5.98,6.38,77.76,0,0.39999999999999947,199.99999999999974,7.009722049433397,0.629722049433397
2023-05-10 02:00:00,Salta Capital,San Antonio de los Cobres,3775,170,4x4 truck,39.53,clear,10,5.05,6.65,75.44,1,1.6000000000000005,800.0000000000002,6.094964885911122,0.5550351140888781
2023-02-27 07:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,37.56,clear,13,5.88,6.96,75.29,0,1.08,540.0,6.788142006014239,0.1718579939857614
2023-07-01 00:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,25.5,clear,9,1.31,2.7,53.42,1,1.3900000000000001,695.0000000000001,2.3085344516964925,0.39146554830350766
2023-09-18 09:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,36.6,clear,7,1.38,3.08,59.63,1,1.7000000000000002,850.0000000000001,2.4927559219459794,0.5872440780540207
2023-12-28 07:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,26.24,clear,18,2.79,3.56,67.37,0,0.77,385.0,3.865267816498832,0.30526781649883183
2023-02-20 10:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,20.99,clear,12,2.95,3.86,62.1,0,0.9099999999999997,454.99999999999983,3.990941844660031,0.13094184466003123
2023-11-06 11:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,25.79,clear,7,1.32,1.35,53.58,0,0.030000000000000027,15.000000000000014,2.295661873112081,0.9456618731120807
2023-07-04 14:00:00,Salta Capital,San Antonio de los Cobres,3775,170,bitrain,41.0,white wind,12,12.71,17.57,76.45,1,4.859999999999999,2429.9999999999995,17.53792554122946,0.03207445877054127
2023-02-05 03:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,28.86,clear,19,6.33,8.26,68.09,1,1.9299999999999997,964.9999999999999,7.435452394204091,0.8245476057959085
2023-09-29 10:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,41.66,clear,2,5.1,6.2,76.91,0,1.1000000000000005,550.0000000000002,6.265490648845653,0.06549064884565325
2023-01-13 20:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,30.09,white wind,10,12.08,19.56,68.94,1,7.479999999999999,3739.9999999999995,17.432004807566695,2.1279951924333034
2023-07-15 10:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,31.31,rain,6,3.09,6.55,69.14,1,3.46,1730.0,8.276027652905881,1.7260276529058816
2023-07-09 15:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,31.73,rain,1,1.35,8.03,56.9,1,6.68,3340.0,6.443851154031236,1.5861488459687632
2023-03-05 21:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,23.56,clear,5,4.69,6.42,64.44,1,1.7299999999999995,864.9999999999998,5.6788953164331835,0.7411046835668165
2023-01-31 16:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,43.72,clear,8,6.06,7.72,79.6,1,1.6600000000000001,830.0000000000001,7.106251716495718,0.6137482835042816
2023-12-17 14:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,bitrain,22.06,clear,12,6.14,7.48,63.41,1,1.3400000000000007,670.0000000000003,7.147547248584273,0.33245275141572783
2023-07-14 05:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,28.86,clear,20,3.05,3.69,67.47,0,0.6400000000000001,320.00000000000006,4.069658646817858,0.37965864681785844
