date,origin,destiny,altitude_destiny_mbsl,distance_km,unit_type,charge_tons,weather,driver_experience_years,theorical_time_arrival_hs,real_time_hs,liters_consumed_100km,critical_delay
2023-05-24 21:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,41.5,rain,10,6.0,9.94,78.05,1
2023-10-17 09:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,44.63,clear,10,6.82,8.58,78.95,1
2023-02-16 07:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,semitrailer,37.42,clear,16,2.94,4.66,75.19,1
2023-09-06 11:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,39.72,rain,15,1.4,6.65,61.37,1
2023-03-29 14:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,34.44,rain,18,3.13,7.8,71.28,1
2023-08-25 19:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,38.52,clear,15,5.02,6.66,74.74,1
2023-12-21 20:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,20.83,clear,5,5.45,6.87,63.58,1
2023-08-26 16:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,38.87,snow,15,3.2,7.0,74.3,1
2023-06-30 05:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,26.87,clear,1,5.6,5.87,67.81,0
2023-11-13 17:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,bitrain,26.96,snow,5,6.28,11.82,66.78,1
2023-11-11 19:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,23.95,rain,3,5.53,10.48,65.77,1
2023-09-27 09:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,29.26,clear,10,1.34,2.97,55.52,1
2023-08-12 13:00:00,Salta Capital,San Antonio de los Cobres,3775,170,bitrain,30.03,clear,12,4.83,5.14,68.9,0
2023-01-17 05:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,bitrain,34.83,white wind,3,16.27,23.59,72.2,1
2023-08-27 08:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,39.95,snow,7,2.98,5.57,76.97,1
2023-08-27 21:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,37.46,clear,13,2.94,4.1,75.22,0
2023-06-26 13:00:00,Salta Capital,San Antonio de los Cobres,3775,170,4x4 truck,22.07,clear,13,4.66,5.46,63.41,0
2023-02-04 12:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,35.77,clear,5,4.96,6.0,72.85,0
2023-12-05 21:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,34.83,clear,4,1.37,1.49,58.64,0
2023-03-25 21:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,31.66,clear,8,3.09,4.66,69.38,1
2023-10-12 12:00:00,Salta Capital,San Antonio de los Cobres,3775,170,bitrain,41.97,clear,7,5.11,5.89,77.12,0
2023-07-27 09:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,bitrain,27.58,clear,8,6.29,8.25,67.21,1
2023-10-03 07:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,21.53,clear,8,1.29,2.73,51.2,1
2023-11-06 00:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,24.53,clear,15,1.31,3.09,52.88,1
2023-06-17 14:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,semitrailer,36.96,clear,17,2.93,4.8,74.87,1
2023-06-16 09:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,44.91,clear,3,3.29,3.87,78.43,0
2023-10-28 20:00:00,Salta Capital,San Antonio de los Cobres,3775,170,4x4 truck,30.39,clear,9,4.84,5.98,69.14,0
2023-05-14 12:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,44.77,clear,14,1.44,2.66,64.2,1
2023-02-20 04:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,43.89,white wind,4,7.58,13.9,79.72,1
2023-01-31 00:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,bitrain,43.78,white wind,5,16.97,24.48,78.37,1
2023-11-01 17:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,42.05,rain,17,1.42,3.96,62.68,1
2023-11-11 11:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,semitrailer,26.85,rain,20,3.02,5.06,66.1,1
2023-03-02 21:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,28.42,clear,9,5.64,6.67,68.89,0
2023-12-03 09:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,21.44,white wind,7,13.67,18.5,64.01,1
2023-03-23 00:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,semitrailer,26.03,clear,13,3.01,4.39,65.54,1
2023-08-30 10:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,semitrailer,26.69,clear,2,2.8,4.54,67.68,1
2023-08-12 17:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,36.07,clear,5,1.38,2.08,59.33,0
2023-07-04 21:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,semitrailer,29.63,clear,11,3.06,3.32,68.0,0
2023-06-22 00:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,30.16,clear,7,4.83,5.61,68.99,0
2023-02-01 10:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,28.75,white wind,5,3.33,10.88,55.24,1
2023-07-17 10:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,42.27,clear,8,6.02,7.63,78.59,1
2023-05-21 09:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,22.09,clear,4,1.29,2.42,51.51,0
2023-09-15 00:00:00,Salta Capital,San Antonio de los Cobres,3775,170,4x4 truck,44.96,clear,14,5.18,6.78,79.18,1
2023-05-13 04:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,semitrailer,28.76,clear,3,2.82,4.31,69.13,1
2023-06-20 23:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,22.33,clear,4,6.15,6.66,63.59,0
2023-01-15 10:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,27.45,clear,12,2.81,4.12,68.22,1
2023-12-10 19:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,35.62,clear,11,1.38,3.27,59.08,1
2023-11-20 19:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,36.15,clear,14,6.55,7.23,73.11,0
2023-05-15 05:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,25.85,clear,3,6.25,6.69,66.02,0
2023-07-29 12:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,29.68,clear,18,5.67,6.12,69.78,0
2023-04-20 01:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,44.71,clear,13,1.44,1.44,64.16,0
2023-07-19 15:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,27.54,rain,9,5.62,13.37,68.28,1
2023-07-01 16:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,28.27,white wind,17,3.33,11.2,54.97,1
2023-10-31 03:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,21.3,clear,9,5.47,6.84,63.91,1
2023-04-13 17:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,44.65,clear,12,1.44,2.79,64.13,1
2023-02-11 23:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,42.03,snow,10,1.42,8.58,62.66,1
2023-08-12 03:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,39.94,clear,5,3.21,4.89,75.03,1
2023-03-16 13:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,32.48,rain,2,6.44,9.91,70.58,1
2023-07-13 22:00:00,Salta Capital,San Antonio de los Cobres,3775,170,4x4 truck,44.03,clear,9,5.16,6.41,78.54,1
2023-03-04 06:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,21.95,clear,10,2.96,4.23,62.76,1
2023-11-03 05:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,26.55,clear,13,1.32,1.73,54.01,0
2023-09-05 06:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,40.6,clear,6,3.22,3.78,75.48,0
2023-04-21 05:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,26.48,clear,4,5.59,6.96,67.54,1
2023-09-22 03:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,bitrain,27.03,clear,1,6.28,7.29,66.83,0
2023-10-10 23:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,37.35,clear,5,6.58,7.94,73.94,1
2023-04-22 18:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,32.04,rain,10,5.73,8.7,71.43,1
2023-12-21 16:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,44.38,clear,10,5.17,6.16,78.78,0
2023-09-27 12:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,31.31,snow,18,1.35,8.9,56.67,1
2023-07-15 08:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,43.05,clear,18,1.43,1.62,63.23,0
2023-01-08 17:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,40.34,rain,11,5.96,13.52,77.24,1
2023-09-10 02:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,32.05,clear,1,5.74,6.31,71.43,0
2023-04-21 06:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,43.71,white wind,6,15.15,20.38,79.6,1
2023-09-16 01:00:00,Salta Capital,San Antonio de los Cobres,3775,170,4x4 truck,40.99,clear,13,5.08,6.34,76.44,1
2023-02-09 18:00:00,Salta Capital,San Antonio de los Cobres,3775,170,bitrain,25.01,white wind,10,11.81,17.38,65.44,1
2023-08-19 06:00:00,Salta Capital,San Antonio de los Cobres,3775,170,4x4 truck,23.37,white wind,14,11.72,15.38,64.31,1
2023-06-02 22:00:00,Salta Capital,San Antonio de los Cobres,3775,170,4x4 truck,34.64,rain,7,4.93,9.25,72.07,1
2023-11-23 21:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,22.65,clear,5,2.75,2.77,64.86,0
2023-02-04 20:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,37.78,clear,18,5.89,7.25,75.45,1
2023-05-19 11:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,41.0,clear,9,1.41,2.62,62.09,1
2023-03-15 19:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,20.19,white wind,3,13.6,17.53,63.13,1
2023-07-29 15:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,semitrailer,32.7,white wind,19,7.19,10.66,71.89,1
2023-12-12 01:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,33.1,clear,1,6.45,6.63,71.01,0
2023-02-24 07:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,semitrailer,26.23,rain,1,2.79,8.37,67.36,1
2023-02-27 17:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,23.26,clear,10,6.17,8.01,64.23,1
2023-11-29 17:00:00,Salta Capital,San Antonio de los Cobres,3775,170,4x4 truck,31.6,clear,15,4.86,6.22,69.98,1
2023-10-21 04:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,36.73,rain,18,5.86,9.88,74.71,1
2023-11-04 11:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,44.28,clear,15,3.28,4.71,78.0,1
2023-01-27 02:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,31.46,rain,14,2.86,10.13,71.02,1
2023-09-04 02:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,23.1,clear,7,5.51,7.42,65.17,1
2023-06-12 00:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,42.4,white wind,10,15.05,18.44,78.68,1
2023-05-22 02:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,28.51,clear,19,5.64,7.62,68.96,1
2023-03-18 21:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,bitrain,26.5,snow,14,6.26,8.55,66.46,1
2023-12-17 21:00:00,Salta Capital,San Antonio de los Cobres,3775,170,4x4 truck,26.82,clear,4,4.76,4.99,66.68,0
2023-10-07 19:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,semitrailer,40.39,clear,8,3.22,4.26,75.34,0
2023-11-28 19:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,34.54,clear,3,1.37,3.13,58.47,1
2023-10-16 02:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,30.84,clear,6,4.85,6.75,69.45,1
2023-09-09 18:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,26.55,clear,13,4.75,6.56,66.5,1
2023-08-04 13:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,24.03,rain,8,6.2,9.65,64.76,1
2023-01-18 07:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,20.36,snow,19,2.94,5.34,61.67,1
2023-01-03 03:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,27.48,white wind,1,15.73,18.94,67.14,1
2023-02-18 10:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,semitrailer,36.75,rain,9,2.93,6.12,74.72,1
2023-08-21 07:00:00,Salta Capital,San Antonio de los Cobres,3775,170,bitrain,36.9,clear,16,4.99,6.41,73.63,1
2023-07-19 20:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,37.26,clear,9,2.94,2.94,75.08,0
2023-12-03 22:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,26.48,clear,9,5.59,5.9,67.54,0
2023-05-16 06:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,29.4,clear,7,2.83,3.22,69.58,0
2023-08-04 00:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,bitrain,28.84,clear,10,6.33,7.78,68.08,1
2023-02-04 06:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,33.18,rain,13,5.77,11.22,72.23,1
2023-01-26 04:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,38.68,clear,5,3.19,3.64,74.17,0
2023-02-19 05:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,23.42,clear,17,6.18,7.0,64.34,0
2023-01-25 00:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,25.78,clear,17,5.57,6.97,67.05,1
2023-03-24 19:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,35.09,clear,15,6.51,8.19,72.38,1
2023-09-19 05:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,30.73,clear,12,1.35,1.8,56.34,0
2023-06-20 03:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,34.03,clear,16,3.13,3.45,71.0,0
2023-03-23 13:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,42.58,snow,16,3.25,5.38,76.84,1
2023-01-06 14:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,27.45,clear,20,5.62,6.44,68.22,0
2023-12-26 03:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,43.82,clear,9,5.15,6.49,78.39,1
2023-12-30 20:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,semitrailer,20.72,clear,6,2.73,4.11,63.5,1
2023-04-24 21:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,semitrailer,34.88,clear,9,2.91,3.2,73.42,0
2023-02-03 14:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,42.27,clear,2,1.42,3.16,62.8,1
2023-02-21 07:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,39.31,clear,20,2.97,4.08,76.52,0
2023-02-08 13:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,semitrailer,36.87,white wind,9,7.33,12.97,74.81,1
2023-09-09 08:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,31.69,clear,18,3.09,3.12,69.4,0
2023-06-03 05:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,31.58,clear,7,5.72,7.72,71.11,1
2023-05-10 23:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,33.38,snow,15,3.12,9.75,70.56,1
2023-10-09 10:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,39.65,clear,14,5.94,7.73,76.75,1
2023-06-14 00:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,38.49,clear,13,1.39,2.03,60.68,0
2023-08-11 04:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,24.31,snow,8,1.31,5.06,52.75,1
2023-10-31 20:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,semitrailer,44.93,clear,14,3.05,4.71,80.45,1
2023-09-07 22:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,20.21,snow,2,2.94,7.91,61.57,1
2023-10-16 18:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,38.81,white wind,4,16.57,19.14,74.94,1
2023-06-15 23:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,semitrailer,40.0,clear,2,3.21,4.53,75.08,1
2023-08-02 03:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,39.45,clear,20,3.21,3.22,74.7,0
2023-10-25 18:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,semitrailer,26.34,clear,20,3.02,3.77,65.75,0
2023-09-03 00:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,34.38,clear,4,2.9,3.22,73.07,0
2023-11-12 02:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,36.96,clear,14,2.93,3.58,74.87,0
2023-11-04 04:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,bitrain,41.41,snow,16,6.71,12.91,76.73,1
2023-07-07 21:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,semitrailer,22.35,snow,3,2.75,4.78,64.64,1
2023-02-22 15:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,21.06,clear,15,6.12,7.96,62.72,1
2023-07-03 19:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,27.26,white wind,3,3.31,8.32,54.4,1
2023-07-08 15:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,37.08,clear,11,1.39,2.47,59.9,0
2023-08-08 18:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,38.84,clear,2,5.92,6.98,76.19,0
2023-11-02 21:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,37.7,white wind,18,7.95,11.75,73.51,1
2023-03-04 20:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,43.06,snow,14,3.02,10.94,79.14,1
2023-10-08 02:00:00,Salta Capital,San Antonio de los Cobres,3775,170,4x4 truck,20.15,clear,8,4.62,5.39,62.09,0
2023-02-27 18:00:00,Salta Capital,San Antonio de los Cobres,3775,170,bitrain,37.15,clear,9,4.99,5.46,73.8,0
2023-06-27 08:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,37.02,clear,12,1.39,2.57,59.86,0
2023-07-30 16:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,22.19,clear,2,5.49,6.69,64.53,0
2023-05-18 20:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,42.03,white wind,17,3.55,7.58,62.66,1
2023-09-06 10:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,41.86,white wind,14,3.54,11.54,62.57,1
2023-11-01 03:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,28.86,rain,7,3.05,10.59,67.47,1
2023-01-19 16:00:00,Gral Guemes,Salta Capital,1187,59,4x4 truck,42.05,clear,10,1.42,1.59,62.68,0
2023-02-19 12:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,43.59,clear,12,6.06,6.18,79.51,0
2023-07-16 23:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,31.06,clear,11,5.71,6.9,70.74,0
2023-05-14 19:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,semitrailer,43.7,clear,7,3.27,5.27,77.6,1
2023-05-30 17:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,34.0,clear,12,5.79,7.41,72.8,1
2023-05-24 08:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,32.13,clear,6,6.43,7.44,70.34,0
2023-05-22 04:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,semitrailer,35.12,clear,9,2.91,4.03,73.58,0
2023-02-17 06:00:00,Salta Capital,San Antonio de los Cobres,3775,170,4x4 truck,36.4,clear,17,4.97,6.53,73.28,1
2023-05-31 10:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,41.24,white wind,17,8.08,14.97,75.92,1
2023-10-19 21:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,21.66,clear,17,2.74,3.45,64.16,0
2023-09-26 11:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,semitrailer,29.86,clear,11,5.68,5.98,69.9,0
2023-09-12 00:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,39.73,clear,17,3.21,3.38,74.89,0
2023-10-12 17:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,33.82,clear,4,1.36,2.96,58.07,1
2023-10-11 11:00:00,Salta Capital,San Antonio de los Cobres,3775,170,4x4 truck,42.89,white wind,11,12.83,20.59,77.75,1
2023-03-24 07:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,37.48,clear,16,5.88,7.79,75.24,1
2023-06-01 10:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,27.32,clear,17,6.29,7.63,67.03,1
2023-05-21 18:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,4x4 truck,40.09,clear,9,3.22,3.62,75.14,0
2023-01-31 19:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,32.58,clear,8,5.75,7.54,71.81,1
2023-10-03 00:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,42.25,clear,12,3.01,4.75,78.57,1
2023-05-05 19:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,24.58,clear,18,5.55,6.59,66.21,0
2023-01-23 14:00:00,Gral Guemes,Salta Capital,1187,59,bitrain,35.86,rain,17,1.38,5.88,59.21,1
2023-07-24 15:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,26.16,clear,13,2.79,4.34,67.31,1
2023-07-02 15:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,33.75,clear,20,5.78,7.23,72.62,1
2023-02-03 22:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,semitrailer,41.25,snow,18,2.99,7.59,77.88,1
2023-07-06 06:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,bitrain,30.8,clear,14,3.08,4.22,68.8,0
2023-11-25 04:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,44.83,clear,20,6.82,7.36,79.09,0
2023-04-26 03:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,25.29,clear,18,2.78,3.76,66.7,0
2023-11-18 21:00:00,Salta Capital,San Antonio de los Cobres,3775,170,4x4 truck,25.54,clear,19,4.73,6.41,65.8,1
2023-02-03 09:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,bitrain,28.34,white wind,15,15.79,19.54,67.73,1
2023-01-28 19:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,42.28,white wind,4,16.85,19.3,77.33,1
2023-08-15 07:00:00,Salta Capital,San Antonio de los Cobres,3775,170,semitrailer,22.84,clear,3,4.68,5.89,63.94,1
2023-10-17 03:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,bitrain,34.75,rain,14,2.9,5.39,73.32,1
2023-12-01 09:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,38.56,clear,11,2.96,3.61,75.99,0
2023-07-01 19:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,37.7,clear,8,6.59,8.25,74.18,1
2023-05-09 08:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,bitrain,30.32,white wind,2,15.93,21.43,69.1,1
2023-11-15 04:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,20.95,rain,10,5.46,9.27,63.66,1
2023-03-25 11:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,31.48,clear,9,5.72,5.88,71.04,0
2023-11-23 13:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,39.7,white wind,19,7.43,14.03,76.79,1
2023-06-09 00:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,4x4 truck,36.55,clear,12,5.86,6.78,74.58,0
2023-11-08 13:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,semitrailer,37.43,clear,16,2.94,4.05,75.2,0
2023-07-17 13:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,42.58,clear,7,3.01,4.87,78.81,1
2023-01-18 00:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,4x4 truck,35.08,clear,1,6.51,6.54,72.37,0
2023-08-20 19:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,semitrailer,25.97,clear,9,2.79,2.92,67.18,0
2023-02-13 14:00:00,Salta Capital,San Antonio de los Cobres,3775,170,bitrain,38.23,rain,4,5.02,9.08,74.54,1
2023-10-05 07:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,semitrailer,40.94,clear,16,3.23,3.94,75.72,0
2023-02-12 17:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,semitrailer,34.61,clear,14,2.9,4.34,73.23,1
2023-03-13 04:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,semitrailer,31.65,clear,17,6.41,7.9,70.01,1
2023-01-07 05:00:00,Gral Guemes,Salta Capital,1187,59,semitrailer,39.72,clear,15,1.4,2.73,61.37,1
2023-04-29 19:00:00,Salta Capital,San Antonio de los Cobres,3775,170,bitrain,41.09,rain,12,5.09,7.57,76.51,1
2023-10-10 01:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,bitrain,28.32,clear,16,6.32,7.08,67.72,0
2023-10-07 22:00:00,San Antonio de los Cobres,Salar del Hombre Muerto,4000,200,bitrain,30.74,clear,2,5.7,7.52,70.52,1
2023-05-06 04:00:00,San Antonio de los Cobres,Salar de Pocitos,3650,108,semitrailer,40.4,clear,20,3.22,4.37,75.35,0
2023-02-02 20:00:00,Gral Guemes,San Antonio de los Cobres,3775,224,bitrain,39.64,clear,3,6.66,8.12,75.51,1
2023-09-23 20:00:00,Salar de Pocitos,Salar del Hombre Muerto,4000,100,4x4 truck,21.65,rain,20,2.74,10.02,64.16,1
